# CSV-File created with merge-csv.com
# -----------------------------------------------------------

"text","text_en","cmp_code","eu_code"
"We do foresee a larger role for state and local governments in controlling the federally assisted housing that has been so poorly managed from Washington.",NA,"301",NA
"We also encourage the modification of restrictions that inhibit the rehabilitation of existing distressed properties.",NA,"301",NA
"Small Business",NA,NA,NA
"Small businesses are the most potent force of economic growth and job creation in America.",NA,"404",NA
"They generate more than half of our nation's gross domestic product and create seven out of ten new private-sector jobs in America.",NA,"404",NA
"Small businesses have been the primary vehicles of economic advance for American women.",NA,"404",NA
"Republicans pledged in 2000 to lower tax rates for small business owners and entrepreneurs, end the death tax, cut red tape, reform our liability system, and aggressively expand overseas markets for our goods and services.",NA,"404",NA
"Though more work remains to be done, including reauthorizing the Small Business Administration, President Bush and Congressional Republicans have made good on each of those commitments.",NA,"404",NA
"They have:",NA,NA,NA
"•Reduced taxes on 25 million small business owners and entrepreneurs.",NA,"402",NA
"Much of the tax relief came from reductions in individual income tax rates.",NA,"402",NA
"Ninety percent of businesses pay income taxes at individual rates, not corporate rates.",NA,"402",NA
"This includes hundreds of thousands of successful small business owners and entrepreneurs who pay taxes in the top tax rates and whose taxes would increase considerably under John Kerry's economic plan.",NA,"402",NA
"• Lowered the tax burden on investment in new equipment by quadrupling the limit on small business expensing from $25,000 to $100,000 and allowing additional first-year depreciation of that equipment.",NA,"402",NA
"•Phased-out the death tax that punishes family-owned small businesses and family farms.",NA,"402",NA
"•Increased federal contracts to small businesses.",NA,"402",NA
"In 2003, small businesses received the largest percentage ever of all federal contracts.",NA,"402",NA
"In addition, President Bush developed a strategy to reverse the trend toward bundling of contracts, a practice that has denied small businesses the ability to compete for billions of procurement dollars.",NA,"402",NA
"•Reduced paperwork.",NA,"402",NA
"For example, 22. 4 million small business taxpayers now have fewer lines to fill out on tax forms, freeing up an estimated 9. 5 million hours previously used for paperwork every year.",NA,"402",NA
"• Enacted Health Savings Accounts, which allow individuals to save and pay for their health care tax-free.",NA,"402",NA
"Combined with a catastrophic health plan, they are an easier and less costly way for small businesses to provide health insurance for their employees.",NA,"402",NA
"• Enacted common sense liability protections in the Terrorism Risk Insurance and SAFETY Acts.",NA,"402",NA
"•Negotiated agreements to reduce trade barriers and expand access to foreign markets.",NA,"401",NA
"An area in special need of more work is liability reform.",NA,"402",NA
"Frivolous lawsuits put more money in the pockets of trial lawyers and leave businesses with less money to create jobs.",NA,"402",NA
"They raise health care costs on small businesses, often preventing them from offering health insurance to their employees.",NA,"402",NA
"We support efforts by President Bush, Congressional Republicans, and Republican governors to curb the burden of frivolous lawsuits.",NA,"402",NA
"We recognize that the Democrats' nominees, one of whom made his fortune as a trial lawyer, are beholden to the interests of the trial lawyer lobby and offer no hope for reform of this badly broken system.",NA,"402",NA
"Health Savings Accounts (HSAs)",NA,NA,NA
"Health Savings Accounts allow people to own and control their health care.",NA,"402",NA
"They are an important step toward creating a system of consumer-driven health care that puts patients and doctors at the center of decision-making - not government bureaucrats.",NA,"402",NA
"When consumers make decisions about health care, individuals control their health care dollars and health care decisions.",NA,"402",NA
"Health Savings Accounts allow people to save, earn interest, and spend tax free on their health care needs.",NA,"402",NA
"HSAs are combined with a lowpremium, high-deductible health insurance plan to offer flexible, affordable insurance options for small businesses and individuals.",NA,"402",NA
